날짜,시:분,온도 (℃),습도 (%),CO2 (ppm),토양온도 (℃),토양 EC (dS/m),토양수분 (%),일사 (w/㎡),EC (dS/m),pH (pH)
2022-08-02,16:00,31.76,71.85,227.67,31.53,0.55,27.03,209.04,3.38,6.16
2022-08-02,15:00,33.41,68.19,223.67,31.7,0.55,27.26,285.92,3.07,6.18
2022-08-02,14:00,34.22,68.52,224.75,31.36,0.55,27.42,222.51,3.34,6.29
2022-08-02,13:00,32.91,69.5,222,30.78,0.54,27.23,277.33,3.33,6.39
2022-08-02,12:00,31.25,73.59,225.25,30.19,0.55,27.37,274.28,3.31,6.42
2022-08-02,11:00,30.39,77.85,233.58,29.9,0.55,27.31,138.83,3.25,6.53
2022-08-02,10:00,31.95,72.91,225.64,30.11,0.54,27.37,199.4,3.23,6.69
2022-08-02,9:00,31.3,80.03,227.17,28.84,0.55,27.43,396.34,3.22,6.86
2022-08-02,8:00,28.42,89.77,245.92,27.81,0.52,26.56,123.97,3.26,6.84
2022-08-02,7:00,27.27,97.75,266.83,27.23,0.52,26.72,95.56,3.24,6.87
2022-08-02,6:00,26.09,99.1,299.83,27,0.53,26.78,22.02,3.26,6.86
2022-08-02,5:00,25.89,99.12,297.5,27.12,0.53,26.78,0,3.26,6.84
2022-08-02,4:00,26.07,99.1,382.42,27.33,0.53,26.8,0,3.27,6.8
2022-08-02,3:00,26.22,99.12,380.42,27.51,0.54,26.8,0,3.33,6.77
2022-08-02,2:00,26.38,99.1,370.67,27.73,0.54,26.8,0,3.32,6.73
2022-08-02,1:00,26.48,99.1,352.42,27.94,0.54,26.78,0,3.35,6.69
2022-08-02,0:00,26.69,99.12,340,28.25,0.54,26.76,0,3.35,6.65
2022-08-03,23:00,26.08,96.97,346.92,28.18,0.49,26.47,0,3.09,6.57
2022-08-03,22:00,26.49,95.98,322.17,28.77,0.5,26.41,0,3.14,6.44
2022-08-03,21:00,27,94.88,297.25,29.42,0.51,26.4,0,3.2,6.31
2022-08-03,20:00,27.52,92.66,275.67,30.16,0.51,26.33,0,3.2,6.16
2022-08-03,19:00,28.43,86.34,259.5,31.08,0.51,26.33,5.29,3.22,6.03
2022-08-03,18:00,30.4,78.85,241.45,32.03,0.52,26.39,65.09,3.29,5.95
2022-08-03,17:00,32.49,72.48,227.67,32.75,0.51,26.62,184.49,3.19,6.04
2022-08-03,16:00,33.86,70.27,224,32.93,0.53,27.07,217.46,3.23,6.14
2022-08-03,15:00,34.51,69.84,220.75,33.02,0.52,27.04,121.12,3.16,6.15
2022-08-03,14:00,35.26,70.91,222.42,33.02,0.52,27.08,116.48,3.14,6.19
2022-08-03,13:00,35.3,71.92,219.5,32.69,0.51,27.11,187.26,2.9,6.26
2022-08-03,12:00,34.85,73.5,219,32.11,0.51,27.16,203.13,3.16,6.35
2022-08-03,11:00,34.37,74.72,219.58,31.41,0.51,27.3,220.64,3.09,6.45
2022-08-03,10:00,33.3,76.33,214.83,30.14,0.52,27.53,359.42,3,6.56
2022-08-03,9:00,30.95,81.66,230.08,29.1,0.53,27.56,177.21,3.17,6.62
2022-08-03,8:00,30.57,85.57,242.3,28.17,0.49,26.27,248.21,2.92,6.76
2022-08-03,7:00,28.08,96.85,262.17,27.04,0.49,26.47,146.15,3.11,6.85
2022-08-03,6:00,25.92,99.13,318.83,26.41,0.51,26.58,47.7,3.17,6.86
2022-08-03,5:00,25.31,99.15,335.25,26.34,0.51,26.6,1.71,3.2,6.83
2022-08-03,4:00,25.27,99.2,439.17,26.48,0.51,26.6,0,3.19,6.78
2022-08-03,3:00,25.34,99.15,425.5,26.68,0.51,26.6,0,3.2,6.72
2022-08-03,2:00,25.4,99.13,408.67,26.93,0.52,26.6,0,3.25,6.64
2022-08-03,1:00,25.58,99.03,394.92,27.26,0.52,26.58,0,3.25,6.56
2022-08-03,0:00,25.94,98.88,374.67,27.68,0.53,26.5,0,3.3,6.48
2022-08-04,23:00,26.86,97.58,351.92,28.93,0.49,26.23,0,3.14,6.49
2022-08-04,22:00,27.35,97.18,327,29.38,0.49,26.23,0,3.13,6.43
2022-08-04,21:00,27.58,95.39,306.5,29.8,0.5,26.22,0,3.17,6.35
2022-08-04,20:00,27.9,92.08,277.5,30.38,0.51,26.21,0,3.23,6.22
2022-08-04,19:00,28.74,84.73,261,31.16,0.51,26.23,8.26,3.24,6.09
2022-08-04,18:00,30.6,77.23,240,32.05,0.51,26.33,65.98,3.23,6.01
2022-08-04,17:00,32.66,72.76,221.25,32.74,0.51,26.56,174.64,3.2,6.11
2022-08-04,16:00,34.23,69.65,213.08,32.96,0.51,26.97,356.7,3.16,6.23
2022-08-04,15:00,34.56,72.62,211.27,32.7,0.51,27.1,374.11,3.1,6.22
2022-08-04,14:00,35.81,73,220.75,32.83,0.5,27.18,219.13,3,6.28
2022-08-04,13:00,35.26,75.8,212.25,32.68,0.5,27.13,168.9,3.03,6.38
2022-08-04,12:00,34.56,77.23,211.92,32.06,0.49,27.28,203.42,2.96,6.46
2022-08-04,11:00,33.7,80.4,214,31.27,0.5,27.46,220.51,2.93,6.56
2022-08-04,10:00,32.71,81.01,215.42,30.4,0.5,27.43,268.5,2.99,6.66
2022-08-04,9:00,31.92,83.7,223.13,29.44,0.5,27.59,386.81,2.98,6.78
2022-08-04,8:00,29.96,94.58,228.83,28.48,0.46,26.29,202.97,2.73,6.81
2022-08-04,7:00,27.94,99.05,254.75,27.64,0.47,26.38,75.74,3.01,6.86
2022-08-04,6:00,26.74,99.1,308.91,27.28,0.48,26.41,31.97,3.02,6.86
2022-08-04,5:00,26.43,99.11,305.58,27.2,0.48,26.45,0,3,6.85
2022-08-04,4:00,26.22,99.13,440.67,27.2,0.48,26.49,0,3.01,6.83
2022-08-04,3:00,26.11,99.11,436.58,27.28,0.48,26.5,0,3.04,6.78
2022-08-04,2:00,26.21,99.13,418.33,27.44,0.49,26.5,0,3.07,6.74
2022-08-04,1:00,26.09,98.96,393.58,27.53,0.49,26.5,0,3.07,6.71
2022-08-04,0:00,25.94,97.93,368.58,27.78,0.49,26.48,0,3.09,6.66
2022-08-05,23:00,-,-,-,-,-,-,-,-,-
2022-08-05,22:00,-,-,-,-,-,-,-,-,-
2022-08-05,21:00,-,-,-,-,-,-,-,-,-
2022-08-05,20:00,27.69,92.73,271.67,30.3,0.51,26.3,0,3.22,6.16
2022-08-05,19:00,28.37,88.15,253.75,30.93,0.51,26.3,7.45,3.23,6.07
2022-08-05,18:00,30.18,80.99,235.67,31.84,0.5,26.33,63.33,3.18,5.99
2022-08-05,17:00,31.86,75.98,224.92,32.49,0.51,26.56,154.62,3.21,6.04
2022-08-05,16:00,33.51,71.3,214.58,32.85,0.51,26.93,357.47,3.16,6.15
2022-08-05,15:00,34.87,67.33,217.25,32.79,0.5,26.94,355.64,3.08,6.19
2022-08-05,14:00,35.87,68.96,217.33,32.29,0.5,27.1,214.49,3.01,6.23
2022-08-05,13:00,34.08,73.67,213.42,31.78,0.49,27.27,253.77,2.73,6.28
2022-08-05,12:00,33.36,74.13,219.58,31.22,0.49,27.28,275.62,2.97,6.34
2022-08-05,11:00,32.22,80.31,218.18,30.41,0.5,27.45,242.91,2.98,6.45
2022-08-05,10:00,31.24,82.43,221.75,29.65,0.5,27.51,259.34,2.81,6.7
2022-08-05,9:00,30.22,88.93,230.25,28.77,0.46,26.23,224.54,2.77,6.77
2022-08-05,8:00,29,97.9,258.75,28.1,0.46,26.07,115.22,2.98,6.8
2022-08-05,7:00,27.29,99.05,282.5,27.43,0.46,26.22,88.24,2.95,6.81
2022-08-05,6:00,26.32,99.1,322.25,27.2,0.47,26.28,4.23,3.02,6.79
2022-08-05,5:00,26.22,99.09,365.33,27.34,0.48,26.29,0,3.02,6.76
2022-08-05,4:00,26.22,99.1,443.27,27.43,0.48,26.3,0,3.04,6.73
2022-08-05,3:00,26.23,99.11,430.42,27.6,0.48,26.3,0,3.05,6.69
2022-08-05,2:00,26.33,99.13,412.25,27.82,0.48,26.3,0,3.07,6.64
2022-08-05,1:00,26.35,98.81,394.33,28.07,0.48,26.28,0,3.07,6.6
2022-08-05,0:00,26.48,97.98,374.25,28.46,0.49,26.26,0,3.1,6.55
2022-08-06,23:00,27.19,97.7,358.5,29.21,0.49,25.8,0,3.21,6.35
2022-08-06,22:00,27.38,96.49,335.25,29.67,0.5,25.8,0,3.27,6.26
2022-08-06,21:00,27.74,94.8,307.58,30.25,0.5,25.79,0,3.24,6.15
2022-08-06,20:00,28.15,91.33,287.42,30.97,0.5,25.79,0,3.3,6.03
2022-08-06,19:00,29.34,85.75,266.42,31.97,0.51,25.8,8.38,3.31,5.94
2022-08-06,18:00,31.22,76.77,240.5,32.87,0.51,25.91,58.65,3.32,5.93
2022-08-06,17:00,33.13,70.95,223.17,33.47,0.51,26.22,153.03,3.3,6.01
2022-08-06,16:00,34.48,67.63,216.67,33.67,0.53,26.81,326.25,3.35,6.09
2022-08-06,15:00,36,64.66,214.75,33.85,0.52,26.78,329.06,3.21,6.09
2022-08-06,14:00,37.33,65.48,220,33.56,0.51,26.89,242.41,3.14,6.15
2022-08-06,13:00,35.77,71.52,220.58,33.09,0.51,27.04,178.71,2.91,6.23
2022-08-06,12:00,34.9,74.09,223.25,32.37,0.5,27,171.67,3.13,6.3
2022-08-06,11:00,34.26,73.63,223.5,31.62,0.5,27.11,255.64,3.07,6.43
2022-08-06,10:00,33.61,74.75,221.27,30.62,0.5,27.36,432.06,3.02,6.55
2022-08-06,9:00,32.36,78.74,227.25,29.64,0.5,27.36,337.16,3.04,6.72
2022-08-06,8:00,31.32,82.4,217,28.9,0.49,27.3,337.97,2.93,6.82
2022-08-06,7:00,31.32,82.4,217,28.9,0.49,27.3,337.97,2.93,6.82
2022-08-06,6:00,-,-,-,-,-,-,-,-,-
2022-08-06,5:00,-,-,-,-,-,-,-,-,-
2022-08-06,4:00,-,-,-,-,-,-,-,-,-
2022-08-06,3:00,-,-,-,-,-,-,-,-,-
2022-08-06,2:00,-,-,-,-,-,-,-,-,-
2022-08-06,1:00,-,-,-,-,-,-,-,-,-
2022-08-06,0:00,-,-,-,-,-,-,-,-,-
2022-08-07,23:00,27.35,98.39,332.45,29.15,0.5,26.6,0,3.14,6.58
2022-08-07,22:00,27.59,97.2,312.33,29.49,0.51,26.58,0,3.19,6.49
2022-08-07,21:00,27.88,95.05,288.5,29.92,0.51,26.58,0,3.2,6.38
2022-08-07,20:00,28.24,91.26,268.08,30.47,0.52,26.58,0,3.25,6.26
2022-08-07,19:00,29.15,88.14,261.92,31.13,0.52,26.58,3.7,3.23,6.15
2022-08-07,18:00,30.2,83.4,244.92,31.7,0.52,26.63,50.02,3.23,6.09
2022-08-07,17:00,31.14,80.71,228.25,32.14,0.53,26.78,104.44,3.3,6.09
2022-08-07,16:00,31.8,77.2,227.83,32.67,0.53,27.06,140.99,3.21,6.08
2022-08-07,15:00,34.21,70.79,218.42,33.36,0.52,26.93,223,3.18,6.11
2022-08-07,14:00,36.63,69.48,214.08,33.23,0.51,26.98,249.94,3.11,6.18
2022-08-07,13:00,34.71,74.5,212.17,32.48,0.51,27.12,267.85,2.86,6.22
2022-08-07,12:00,33.79,74.76,216.17,32.18,0.5,27.06,256.82,3.09,6.24
2022-08-07,11:00,34.24,75.58,221.42,31.63,0.5,27.18,315.26,3.06,6.33
2022-08-07,10:00,33.31,76.5,229,30.78,0.5,27.33,315.83,3,6.53
2022-08-07,9:00,32.13,79.52,233.42,29.81,0.51,27.23,275.34,3.11,6.61
2022-08-07,8:00,30.33,87.18,247.67,28.81,0.45,25.55,212.09,2.69,6.65
2022-08-07,7:00,28.24,98.25,287.92,28.04,0.46,25.66,102.85,3.04,6.69
2022-08-07,6:00,26.79,99.13,349.17,27.72,0.47,25.73,40.25,3.06,6.68
2022-08-07,5:00,26.48,99.15,410.17,27.85,0.47,25.74,0,3.09,6.64
2022-08-07,4:00,26.68,99.1,465.08,28.1,0.48,25.78,0,3.11,6.59
2022-08-07,3:00,26.97,99.09,448.42,28.39,0.49,25.78,0,3.19,6.55
2022-08-07,2:00,27.33,99.1,421.75,28.63,0.48,25.79,0,3.15,6.52
2022-08-07,1:00,27.37,99.09,399.55,28.81,0.48,25.8,0,3.13,6.48
2022-08-07,0:00,27.34,98.94,382.25,28.96,0.49,25.8,0,3.18,6.42
2022-08-08,23:00,26.77,97.96,313.08,28.26,0.49,26.77,0,3,6.68
2022-08-08,22:00,27.13,96.51,300.73,28.56,0.49,26.77,0,3,6.62
2022-08-08,21:00,27.32,93.71,278.33,28.78,0.49,26.8,0,3.03,6.54
2022-08-08,20:00,27.38,89.62,259.67,29.07,0.49,26.8,0,3.03,6.45
2022-08-08,19:00,27.93,86.15,254.08,29.56,0.5,26.81,0,3.08,6.37
2022-08-08,18:00,29,79.94,241.25,30.1,0.49,26.89,31.09,2.98,6.34
2022-08-08,17:00,30.22,77.78,228.09,30.42,0.5,27.05,84.58,3.02,6.38
2022-08-08,16:00,30.36,79.2,219.9,30.4,0.51,27.32,124.49,3.07,6.41
2022-08-08,15:00,30.2,80.02,222.5,30.38,0.51,27.42,119.37,2.96,6.39
2022-08-08,14:00,30.18,79.6,220.42,30.41,0.51,27.3,127.11,3,6.39
2022-08-08,13:00,30.88,78.77,217.5,30.54,0.5,27.34,162.93,3.02,6.45
2022-08-08,12:00,31.46,78.03,211.55,30.52,0.51,27.45,205.66,3.03,6.5
2022-08-08,11:00,31.76,78.11,210.83,30.17,0.51,27.55,254.99,3.04,6.58
2022-08-08,10:00,31.21,79.42,216.08,29.5,0.51,27.57,231.71,2.89,6.82
2022-08-08,9:00,29.75,87.98,220.75,28.48,0.48,26.45,204.4,2.85,6.88
2022-08-08,8:00,28.33,90.26,237.83,27.95,0.48,26.29,93.98,3.06,6.95
2022-08-08,7:00,27.41,94.25,247.58,27.6,0.48,26.46,73.59,3.05,6.98
2022-08-08,6:00,26.45,96.6,258.83,27.43,0.49,26.52,29.75,3.06,6.97
2022-08-08,5:00,26.21,98.19,261.83,27.61,0.5,26.58,0,3.09,6.94
2022-08-08,4:00,26.57,99.1,376.42,27.91,0.5,26.59,0,3.1,6.89
2022-08-08,3:00,26.88,99.09,373.75,28.14,0.5,26.6,0,3.1,6.84
2022-08-08,2:00,26.92,99.09,367.33,28.3,0.5,26.6,0,3.1,6.79
2022-08-08,1:00,27,99.1,356.42,28.54,0.5,26.6,0,3.14,6.73
2022-08-08,0:00,27.21,99.06,340.92,28.87,0.51,26.6,0,3.15,6.67
2022-08-09,23:00,26.66,98.32,318.92,28.18,0.5,26.68,0,3.1,6.76
2022-08-09,22:00,26.8,96.32,301.5,28.47,0.51,26.64,0,3.17,6.69
2022-08-09,21:00,27.12,93.08,288.5,28.82,0.5,26.68,0,3.12,6.59
2022-08-09,20:00,27.32,87.24,262.55,29.22,0.51,26.69,0,3.16,6.47
2022-08-09,19:00,27.91,82.28,247.5,29.79,0.52,26.7,0,3.2,6.36
2022-08-09,18:00,29.02,79.46,235.36,30.45,0.52,26.76,33.39,3.2,6.3
2022-08-09,17:00,30.86,70.9,224.09,31.04,0.52,26.97,122.94,3.16,6.34
2022-08-09,16:00,31.99,69.04,212.92,31.11,0.53,27.37,233.05,3.18,6.42
2022-08-09,15:00,31.28,72.55,215.5,30.9,0.53,27.38,204.72,3.15,6.42
2022-08-09,14:00,31.37,72.84,211.67,30.94,0.53,27.39,207.61,3.14,6.43
2022-08-09,13:00,32.48,71.38,211.17,31.16,0.52,27.44,261.21,2.93,6.5
2022-08-09,12:00,32.9,75.61,208.08,30.73,0.5,27.4,269.03,3.05,6.68
2022-08-09,11:00,32.41,79.07,204.17,29.88,0.51,27.54,303.42,3.04,6.81
2022-08-09,10:00,30.48,84.78,209.5,28.74,0.49,27.58,240.74,2.91,6.92
2022-08-09,9:00,29,89.82,223.42,27.93,0.47,26.69,133.33,2.78,6.95
2022-08-09,8:00,27.72,93.3,241.42,27.42,0.46,26.49,83.43,2.9,7.01
2022-08-09,7:00,26.94,96.29,249.58,27.11,0.47,26.6,58.28,2.94,7.04
2022-08-09,6:00,26.09,98.87,260.42,27,0.48,26.68,18.97,2.97,7.02
2022-08-09,5:00,26.03,99.1,308.5,27.12,0.47,26.7,0,2.92,6.99
2022-08-09,4:00,26.14,99.09,363.83,27.29,0.48,26.7,0,2.95,6.95
2022-08-09,3:00,26.28,99.09,355.42,27.46,0.48,26.7,0,2.99,6.9
2022-08-09,2:00,26.43,99.1,342.33,27.65,0.48,26.7,0,2.95,6.86
2022-08-09,1:00,26.56,99.1,336.58,27.83,0.48,26.73,0,2.98,6.81
2022-08-09,0:00,26.64,98.98,326.25,28.01,0.49,26.74,0,3.02,6.75
2022-08-10,23:00,25.81,99.11,319,27.18,0.49,27.29,0,2.97,6.97
2022-08-10,22:00,25.8,99.07,309,27.41,0.5,27.28,0,2.96,6.86
2022-08-10,21:00,26.01,98.31,290.42,27.87,0.5,27.23,0,2.98,6.73
2022-08-10,20:00,26.8,98.13,273.83,28.35,0.49,27.2,0,2.95,6.62
2022-08-10,19:00,27.06,94.05,256.27,28.69,0.49,27.2,0,2.96,6.52
2022-08-10,18:00,27.78,91.03,242.5,29.15,0.5,27.24,16.85,2.99,6.45
2022-08-10,17:00,28.79,87.29,227.33,29.58,0.5,27.31,61.54,2.99,6.44
2022-08-10,16:00,29.47,86.08,222.83,29.7,0.5,27.49,102.03,2.97,6.48
2022-08-10,15:00,29.9,84.9,217.58,29.7,0.5,27.63,140.5,2.92,6.49
2022-08-10,14:00,29.95,85.13,218.17,29.64,0.5,27.74,143.06,2.95,6.56
2022-08-10,13:00,30.99,85.59,207.17,29.42,0.5,27.74,235.49,2.96,6.8
2022-08-10,12:00,29.47,94.68,214.42,28.72,0.51,27.71,155.56,2.96,6.97
2022-08-10,11:00,28.92,98.2,212.33,28.13,0.51,27.58,111.68,3.01,7.06
2022-08-10,10:00,27.58,99.08,246.75,27.53,0.48,26.78,74.93,2.83,7.06
2022-08-10,9:00,27.14,99.04,256.17,27.33,0.47,26.4,39.89,2.98,7.07
2022-08-10,8:00,26.51,99.09,257.17,27.12,0.47,26.48,34.47,2.99,7.05
2022-08-10,7:00,26.28,99.09,263,27.1,0.48,26.5,23.04,3.02,7.03
2022-08-10,6:00,26.06,99.08,271.42,27.16,0.48,26.53,0,3.02,7
2022-08-10,5:00,26.13,99.08,287.42,27.33,0.49,26.57,0,3.04,6.97
2022-08-10,4:00,26.49,99.1,345.08,27.57,0.49,26.59,0,3.06,6.94
2022-08-10,3:00,26.71,99.07,345.67,27.7,0.49,26.6,0,3.03,6.92
2022-08-10,2:00,26.77,99.08,341.25,27.8,0.49,26.6,0,3.07,6.91
2022-08-10,1:00,26.66,99.08,333.92,27.84,0.49,26.62,0,3.08,6.89
2022-08-10,0:00,26.6,99.1,324.42,27.97,0.49,26.66,0,3.08,6.83
2022-08-11,23:00,-,-,-,-,-,-,-,-,-
2022-08-11,22:00,-,-,-,-,-,-,-,-,-
2022-08-11,21:00,-,-,-,-,-,-,-,-,-
2022-08-11,20:00,-,-,-,-,-,-,-,-,-
2022-08-11,19:00,-,-,-,-,-,-,-,-,-
2022-08-11,18:00,-,-,-,-,-,-,-,-,-
2022-08-11,17:00,-,-,-,-,-,-,-,-,-
2022-08-11,16:00,-,-,-,-,-,-,-,-,-
2022-08-11,15:00,-,-,-,-,-,-,-,-,-
2022-08-11,14:00,-,-,-,-,-,-,-,-,-
2022-08-11,13:00,-,-,-,-,-,-,-,-,-
2022-08-11,12:00,-,-,-,-,-,-,-,-,-
2022-08-11,11:00,-,-,-,-,-,-,-,-,-
2022-08-11,10:00,25.14,99.13,285.5,26,0.48,27.1,0,2.89,5.55
2022-08-11,9:00,25.24,99.17,280.17,26.14,0.48,27.1,0,2.89,6.76
2022-08-11,8:00,25.62,99.11,256.42,26.33,0.47,27.1,0,2.87,7.27
2022-08-11,7:00,25.68,99.1,261.33,26.4,0.48,27.16,0,2.9,7.25
2022-08-11,6:00,25.67,99.11,258.83,26.4,0.48,27.2,0,2.9,7.25
2022-08-11,5:00,25.6,99.1,261.67,26.44,0.48,27.2,0,2.91,7.24
2022-08-11,4:00,25.71,99.12,348.08,26.5,0.48,27.21,0,2.91,7.21
2022-08-11,3:00,25.68,99.12,355.67,26.6,0.49,27.24,0,2.92,7.19
2022-08-11,2:00,25.68,99.1,355,26.68,0.48,27.28,0,2.9,7.16
2022-08-11,1:00,25.69,99.12,348,26.82,0.49,27.29,0,2.91,7.11
2022-08-11,0:00,25.69,99.11,332.42,26.97,0.49,27.29,0,2.91,7.04
2022-08-12,23:00,24.21,99.21,339.08,26.21,0.51,27.05,0,3.07,6.79
2022-08-12,22:00,24.67,99.21,326.17,26.8,0.51,27,0,3.13,6.63
2022-08-12,21:00,25.19,98.83,312.75,27.38,0.52,27,0,3.16,6.45
2022-08-12,20:00,25.34,94.89,294.25,27.97,0.52,26.98,0,3.15,6.25
2022-08-12,19:00,26.13,87.04,274.55,28.82,0.52,26.98,4.44,3.14,6.08
2022-08-12,18:00,28.33,79.08,247.08,29.89,0.52,27.03,52.71,3.16,5.99
2022-08-12,17:00,29.81,79.8,225.75,30.46,0.52,27.2,64.79,3.16,6
2022-08-12,16:00,30.74,74.79,226.33,30.74,0.53,27.43,73.99,3.17,6.09
2022-08-12,15:00,32.19,69.03,233.92,31,0.53,27.77,104.07,3.12,6.1
2022-08-12,14:00,33.54,67.2,246,31,0.52,27.2,160.68,3.13,6.16
2022-08-12,13:00,33.54,67.2,246,31,0.52,27.2,160.68,3.13,6.16
2022-08-12,12:00,-,-,-,-,-,-,-,-,-
2022-08-12,11:00,-,-,-,-,-,-,-,-,-
2022-08-12,10:00,-,-,-,-,-,-,-,-,-
2022-08-12,9:00,-,-,-,-,-,-,-,-,-
2022-08-12,8:00,-,-,-,-,-,-,-,-,-
2022-08-12,7:00,-,-,-,-,-,-,-,-,-
2022-08-12,6:00,-,-,-,-,-,-,-,-,-
2022-08-12,5:00,-,-,-,-,-,-,-,-,-
2022-08-12,4:00,-,-,-,-,-,-,-,-,-
2022-08-12,3:00,-,-,-,-,-,-,-,-,-
2022-08-12,2:00,-,-,-,-,-,-,-,-,-
2022-08-12,1:00,-,-,-,-,-,-,-,-,-
2022-08-12,0:00,-,-,-,-,-,-,-,-,-
2022-08-13,23:00,25.43,99.2,327.08,26.6,0.48,27.7,0,2.8,6.79
2022-08-13,22:00,25.52,99.2,317.75,26.78,0.48,27.7,0,2.79,6.72
2022-08-13,21:00,25.53,99.16,299.67,26.99,0.48,27.7,0,2.81,6.63
2022-08-13,20:00,25.64,99.14,278.92,27.38,0.48,27.7,0,2.83,6.51
2022-08-13,19:00,26.33,97.47,263.58,27.86,0.49,27.7,3.91,2.85,6.41
2022-08-13,18:00,27.37,95.71,246.09,28.25,0.48,27.7,39.29,2.84,6.36
2022-08-13,17:00,27.63,92.78,244.33,28.41,0.49,27.84,105.62,2.83,6.34
2022-08-13,16:00,27.86,97.13,252.17,28.5,0.5,28.16,98.45,2.9,6.31
2022-08-13,15:00,27.8,98.47,253.25,28.62,0.49,27.56,26.25,2.89,6.26
2022-08-13,14:00,28.65,93.51,238.92,28.73,0.49,27.7,84.66,2.9,6.3
2022-08-13,13:00,28.43,91.98,241.17,28.63,0.5,28.07,80.22,2.93,6.31
2022-08-13,12:00,28.86,92.34,237.33,28.53,0.5,27.78,151.24,2.94,6.32
2022-08-13,11:00,28.58,91.38,242.58,28.43,0.51,27.92,89.66,2.96,6.35
2022-08-13,10:00,30.39,84.27,230.75,28.42,0.5,28.01,179.28,2.94,6.58
2022-08-13,9:00,30.54,86.34,242.5,27.41,0.51,28.06,293.49,2.93,6.94
2022-08-13,8:00,27.88,94.34,277.5,26.03,0.47,26.92,218.36,2.57,6.97
2022-08-13,7:00,25.53,99.2,309.92,25.18,0.48,26.96,84.62,2.94,7.04
2022-08-13,6:00,24.02,99.22,347.75,24.82,0.48,27,40.54,2.93,7.05
2022-08-13,5:00,24.01,99.25,386.5,24.98,0.49,27.03,0,2.95,7.04
2022-08-13,4:00,24.22,99.2,380.25,25.13,0.49,27.05,0,2.98,7.03
2022-08-13,3:00,24.17,99.2,365.5,25.24,0.49,27.09,0,2.96,7.01
2022-08-13,2:00,24.18,99.2,361.08,25.41,0.5,27.1,0,3.04,6.99
2022-08-13,1:00,24.28,99.19,351.08,25.65,0.5,27.1,0,3,6.96
2022-08-13,0:00,24.37,99.23,350,25.88,0.51,27.08,0,3.06,6.91
2022-08-14,23:00,26.05,99.15,303.08,27.83,0.5,27,0,3.03,6.47
2022-08-14,22:00,26.33,99.07,290.92,28.28,0.51,27,0,3.08,6.39
2022-08-14,21:00,26.63,96.93,273.42,28.77,0.5,27,0,3.05,6.29
2022-08-14,20:00,27.07,92.24,255.17,29.41,0.51,27,0,3.1,6.19
2022-08-14,19:00,27.95,87.76,254.17,30.18,0.51,27,3.83,3.13,6.1
2022-08-14,18:00,29.2,88.43,243.17,30.95,0.51,27.08,46.56,3.13,6.06
2022-08-14,17:00,30.08,84.24,239.09,31.62,0.52,27.17,73.97,3.12,6.04
2022-08-14,16:00,31.87,80.15,219.83,32.45,0.52,27.42,161.09,3.12,5.98
2022-08-14,15:00,34.56,74.59,209.5,33.03,0.5,27.32,297.44,3.03,5.96
2022-08-14,14:00,35.38,74.33,209.67,32.39,0.49,27.53,361.09,2.9,6.03
2022-08-14,13:00,34.19,76.28,206.08,31.74,0.48,27.66,430.16,2.64,6.08
2022-08-14,12:00,34.53,77.21,203.17,30.96,0.47,27.83,519.82,2.75,6.21
2022-08-14,11:00,32.26,82.83,215.83,29.75,0.47,28.15,319.74,2.68,6.32
2022-08-14,10:00,31.15,88.62,224.42,28.68,0.48,28.23,266.54,2.56,6.64
2022-08-14,9:00,28.81,96.97,236.33,27.72,0.47,28.04,144.49,2.71,6.72
2022-08-14,8:00,28.35,98.57,245.67,27.23,0.46,27.4,141.19,2.76,6.78
2022-08-14,7:00,26.56,99.13,270.92,26.68,0.46,27.54,62.31,2.73,6.82
2022-08-14,6:00,26.01,99.19,271.17,26.52,0.47,27.6,13.96,2.77,6.84
2022-08-14,5:00,25.9,99.18,285.67,26.5,0.46,27.61,0,2.72,6.84
2022-08-14,4:00,25.97,99.19,297.5,26.5,0.47,27.65,0,2.77,6.85
2022-08-14,3:00,25.88,99.19,285.58,26.46,0.47,27.7,0,2.76,6.87
2022-08-14,2:00,25.75,99.18,293.08,26.4,0.48,27.7,0,2.78,6.88
2022-08-14,1:00,25.58,99.21,328.92,26.4,0.48,27.71,0,2.83,6.87
2022-08-14,0:00,25.37,99.18,337.42,26.43,0.47,27.7,0,2.77,6.84
2022-08-15,23:00,27.2,99.18,296.42,28.34,0.47,27.04,0,2.86,6.46
2022-08-15,22:00,27.17,98.68,286.67,28.51,0.47,27.1,0,2.84,6.41
2022-08-15,21:00,27.21,95.4,271.08,28.69,0.48,27.1,0,2.89,6.35
2022-08-15,20:00,27.28,90.18,255.75,28.94,0.48,27.1,0,2.9,6.27
2022-08-15,19:00,27.79,86.52,243.33,29.44,0.48,27.13,4.52,2.93,6.19
2022-08-15,18:00,28.34,84.24,241.08,29.89,0.49,27.2,44.89,2.93,6.11
2022-08-15,17:00,28.95,80.74,242.42,30.47,0.49,27.27,57.02,2.97,6.06
2022-08-15,16:00,30.23,75.55,233.08,31.25,0.5,27.59,93.49,3.01,6.02
2022-08-15,15:00,32.03,72.6,217.09,31.84,0.5,27.48,235.5,2.95,5.88
2022-08-15,14:00,33.38,68.32,216.27,32.15,0.49,27.36,264.76,2.89,5.91
2022-08-15,13:00,33.5,70.63,217.75,31.68,0.5,27.65,384.37,2.84,5.99
2022-08-15,12:00,33.62,68.65,212.83,31.25,0.48,27.47,475.05,2.92,6.13
